artist,song,duration_ms,genre,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Robbie Williams,Eternity,302760,pop; rock,2001,48,0.469,0.316,10,-8.106,1,0.0265,0.504,6.04E-06,0.0919,0.199,77.967
Basement Jaxx,Romeo,217493,pop; Dance/Electronic,2001,0,0.713,0.829,2,-4.171,1,0.0491,0.00769,0.00203,0.139,0.844,126.853
Ludacris,Southern Hospitality (Featuring Pharrell),300933,hip hop; pop,2000,54,0.623,0.896,0,-4.719,1,0.247,0.035,0,0.0941,0.613,95.158
Gabrielle,Rise,219093,pop; R&B,2001,60,0.558,0.481,8,-9.487,1,0.026,0.315,8.83E-06,0.09,0.631,144.673
Nelly,Ride Wit Me,291781,hip hop; pop; R&B,2000,75,0.85,0.7,7,-6.49,1,0.0478,0.0616,1.80E-06,0.244,0.722,101.875
Trick Daddy,I'm a Thug,254400,hip hop; pop,2001,59,0.933,0.561,11,-5.961,1,0.122,0.0275,0,0.102,0.586,139.976
Travis,Sing,228800,rock; pop,2001,68,0.33,0.905,4,-5.047,1,0.0497,0.000233,8.14E-06,0.0712,0.259,163.142
JAY-Z,Izzo (H.O.V.A.),240626,hip hop,2001,63,0.618,0.844,1,-4.051,0,0.342,0.0178,0.000126,0.0634,0.697,84.411
Gabrielle,Out Of Reach,196986,pop; R&B,2001,69,0.51,0.48,11,-6.567,1,0.0452,0.503,0,0.106,0.496,182.862
OPM,Heaven Is a Halfpipe (If I Die),257426,rock,2000,56,0.743,0.894,8,-6.886,1,0.0349,0.0755,0.00283,0.367,0.77,95.9
K-Ci & JoJo,Crazy,262773,pop; R&B,2019,30,0.68,0.644,0,-4.507,1,0.0258,0.084,0,0.549,0.484,116.097
Staind,It's Been Awhile,264706,rock; metal,2001,64,0.509,0.774,6,-4.054,1,0.0338,0.00189,0.000549,0.143,0.0824,116.529
3LW,No More (Baby I'ma Do Right),263440,pop; R&B,2000,56,0.721,0.723,2,-7.08,0,0.0631,0.102,4.40E-06,0.0651,0.761,88.933
Ginuwine,Differences,265533,hip hop; pop; R&B,2001,65,0.562,0.594,3,-4.578,0,0.0558,0.318,0,0.311,0.423,62.876
*NSYNC,Gone,292000,pop,2001,45,0.699,0.403,11,-8.564,0,0.0614,0.421,0,0.126,0.5,113.922
Lifehouse,Hanging By A Moment,216360,pop; rock; metal,2000,61,0.537,0.858,1,-4.903,1,0.0349,0.000966,0,0.0812,0.502,124.599
Nelly,Dilemma,289160,hip hop; pop; R&B,2002,77,0.727,0.552,2,-8.074,0,0.14,0.227,0.000164,0.198,0.607,168.189
Eminem,Without Me,290320,hip hop,2002,87,0.908,0.669,7,-2.827,1,0.0738,0.00286,0,0.237,0.662,112.238
Avril Lavigne,Complicated,244506,pop,2002,78,0.585,0.776,5,-5.898,1,0.0459,0.0572,7.74E-06,0.3,0.427,77.987
Vanessa Carlton,A Thousand Miles,237493,Folk/Acoustic; pop,2002,75,0.56,0.825,11,-3.862,1,0.0379,0.323,0,0.161,0.268,94.931
The Calling,Wherever You Will Go,208600,pop,2001,72,0.558,0.719,2,-5.113,1,0.0267,0.0367,0,0.115,0.371,112.027
Shakira,Underneath Your Clothes,224066,pop; latin,2001,64,0.616,0.597,8,-5.328,1,0.0415,0.691,0,0.104,0.362,165.508
No Doubt,Underneath It All,302720,rock; pop,2001,27,0.729,0.731,4,-4.822,1,0.0684,0.232,1.57E-06,0.391,0.839,138.202
Truth Hurts,Addictive,226440,pop; R&B,2002,58,0.701,0.677,11,-6.591,0,0.147,0.0737,0.000162,0.187,0.367,99.271
Busta Rhymes,I Know What You Want (feat. Flipmode Squad),324306,hip hop; pop,2002,68,0.648,0.759,6,-4.315,1,0.306,0.0142,0,0.648,0.518,85.996
Eminem,'Till I Collapse,297786,hip hop,2002,85,0.548,0.847,1,-3.237,1,0.186,0.0622,0,0.0816,0.1,171.447
Diddy,I Need a Girl (Pt. 2) [feat. Loon- Ginuwine & Mario Winans],285586,hip hop; pop,2004,69,0.713,0.471,1,-7.392,0,0.483,0.421,0,0.0308,0.779,199.764
Christina Milian,When You Look At Me - Radio Edit,222546,hip hop; pop; R&B,2001,60,0.955,0.839,3,-3.399,0,0.127,0.0934,0.000175,0.099,0.825,108.955
Madonna,Die Another Day,276360,pop,2003,53,0.792,0.797,0,-5.166,0,0.0901,0.062,0.00325,0.0896,0.491,123.993
Jennifer Lopez,I'm Gonna Be Alright (feat. Nas),172240,hip hop; pop; R&B,2002,53,0.718,0.69,10,-4.382,0,0.265,0.106,0,0.271,0.774,93.401
Angie Martinez,If I Could Go! (feat. Lil' Mo & Sacario),244466,pop,2019,40,0.583,0.643,9,-7.486,0,0.355,0.171,0,0.0395,0.7,195.685
Linkin Park,In the End,216880,rock; metal,2000,83,0.556,0.864,3,-5.87,0,0.0584,0.00958,0,0.209,0.4,105.143
Las Ketchup,The Ketchup Song (Aserejé) - Spanglish Version,213973,set(),2002,66,0.607,0.923,1,-6.777,1,0.0948,0.0193,1.10E-06,0.0924,0.868,184.819
Aaliyah,Rock The Boat,275026,hip hop; pop; R&B,2019,0,0.641,0.72,5,-5.209,1,0.0336,0.0688,0.00286,0.193,0.418,92.988
Holly Valance,Kiss Kiss,204400,pop; Dance/Electronic,2002,54,0.705,0.717,4,-4.944,0,0.125,0.00369,0.461,0.0701,0.554,97.036
Sugababes,Round Round,236426,pop; R&B,2002,59,0.74,0.845,6,-3.802,0,0.0338,0.00287,6.23E-06,0.115,0.749,126.607
Marilyn Manson,Tainted Love,200426,rock; metal,2003,60,0.622,0.876,8,-7.779,1,0.0728,0.00107,1.83E-06,0.292,0.537,142.017
Brandy,What About Us?,253200,hip hop; pop; R&B,2002,43,0.686,0.698,5,-2.942,0,0.223,0.263,0,0.39,0.748,93.118
Chad Kroeger,Hero (feat. Josey Scott),200480,metal,2003,66,0.427,0.843,4,-4.54,1,0.0364,0.00216,0,0.179,0.304,147.387
Britney Spears,Overprotected - Radio Edit,198600,pop,2001,61,0.682,0.894,0,-1.73,0,0.0727,0.0381,0,0.416,0.845,95.992
Scooter,The Logical Song,234116,pop; Dance/Electronic,2013,46,0.527,0.933,6,-6.277,0,0.0382,0.00112,0.0362,0.425,0.493,144.043
Missy Elliott,4 My People (feat. Eve),289373,hip hop; pop; R&B,2001,49,0.969,0.701,1,-7.503,1,0.156,0.14,0.00161,0.201,0.905,121.392
Aaliyah,More Than A Woman,230346,hip hop; pop; R&B,2002,42,0.646,0.638,11,-5.803,1,0.0787,0.0556,0.0014,0.182,0.74,86.994
Brandy,Full Moon,248933,hip hop; pop; R&B,2002,52,0.611,0.654,10,-4.823,0,0.139,0.372,0.00432,0.0926,0.609,105.922
Blue,One Love,207186,pop,2002,60,0.683,0.722,8,-4.039,0,0.0358,0.0243,4.20E-05,0.35,0.854,95.012
Busta Rhymes,Pass The Courvoisier Part II (feat. P. Diddy & Pharrell) - Remix,238600,hip hop; pop,2001,55,0.697,0.793,6,-4.699,0,0.323,0.0844,0,0.0619,0.56,89.767
Céline Dion,A New Day Has Come - Radio Remix,259773,pop,2001,59,0.574,0.691,6,-5.103,1,0.035,0.0826,1.65E-05,0.149,0.195,91.969
Scooter,Nessaja,208449,pop; Dance/Electronic,2013,47,0.486,0.904,2,-6.642,1,0.0364,0.000748,0.0984,0.187,0.118,143.048
Eve,Gangsta Lovin',239266,hip hop; pop; R&B,2002,58,0.723,0.84,1,-3.523,0,0.0608,0.0619,0,0.0945,0.827,94.332
Disturbing Tha Peace,Move Bitch,272293,hip hop; pop,2002,59,0.777,0.751,1,-5.692,1,0.133,0.245,0,0.1,0.191,177.894
Khia,My Neck- My Back (Lick It),222560,pop; R&B,2015,59,0.859,0.625,9,-4.234,0,0.13,0.0296,0,0.0537,0.71,102.072
Tweet,Oops (Oh My) [feat. Missy Elliott],237800,hip hop; pop; R&B,2002,64,0.66,0.536,10,-8.786,0,0.29,0.233,0.00669,0.111,0.775,159.963
Kylie Minogue,Spinning Around,207866,pop; Dance/Electronic,2000,55,0.761,0.662,6,-7.645,0,0.0548,0.292,6.19E-05,0.0956,0.631,120.043
Nelly,Hot In Herre,228240,hip hop; pop; R&B,2002,75,0.956,0.745,11,-4.753,0,0.12,0.206,0,0.0615,0.912,107.075
Gareth Gates,Anyone of Us (Stupid Mistake),227866,pop,2003,53,0.7,0.72,1,-6.061,1,0.0261,0.285,0,0.0845,0.654,106.986
Christina Aguilera,Dirrty (feat. Redman),298853,pop,2002,68,0.64,0.889,2,-3.073,1,0.322,0.107,0,0.339,0.436,99.931
B2K,Uh Huh,223293,hip hop; pop; R&B,2002,49,0.855,0.681,2,-4.955,1,0.0688,0.0881,3.70E-06,0.0592,0.908,99.699
Sugababes,Freak Like Me,195866,pop; R&B,2002,45,0.517,0.919,5,-3.451,1,0.0925,0.0996,1.81E-06,0.557,0.387,91.868
Dirty Vegas,Days Go By,432146,Dance/Electronic,2002,48,0.786,0.853,9,-8.274,0,0.0688,0.0499,0.0872,0.35,0.309,126.99
Fat Joe,What's Luv? (feat. Ja-Rule & Ashanti),267093,hip hop; pop,2001,73,0.835,0.707,8,-5.074,1,0.0598,0.0219,2.19E-05,0.108,0.919,93.955
Liberty X,Just A Little,237359,pop,2019,43,0.786,0.614,5,-6.554,0,0.0574,0.00616,0,0.049,0.742,103.887
No Doubt,Hella Good,242586,rock; pop,2001,26,0.771,0.665,8,-3.954,1,0.035,0.0135,0.0123,0.0903,0.844,115.142
LL Cool J,Luv U Better,287000,hip hop; pop; R&B,2002,2,0.668,0.806,6,-3.9,1,0.239,0.232,0,0.18,0.721,95.022
Red Hot Chili Peppers,Can't Stop,269000,rock,2002,80,0.618,0.938,9,-3.442,1,0.0456,0.0179,0,0.167,0.875,91.455
Musiq Soulchild,Halfcrazy,254493,pop; R&B,2002,58,0.412,0.77,11,-6.057,0,0.18,0.462,1.50E-06,0.0485,0.418,101.955
Sean Paul,Gimme the Light,228000,hip hop; pop,2002,59,0.778,0.761,2,-5.529,1,0.0525,0.141,4.61E-05,0.0441,0.923,107.288
Faith Evans,I Love You,267160,hip hop; pop; R&B,2001,53,0.489,0.757,11,-4.062,0,0.0926,0.00981,0,0.234,0.567,168.004
Charli Baltimore,Down 4 U,318213,pop,2002,47,0.64,0.59,7,-7.442,1,0.32,0.252,0,0.665,0.519,83.133
Kylie Minogue,Love at First Sight,238266,pop; Dance/Electronic,2001,55,0.603,0.774,3,-6.066,0,0.0428,0.0288,0.051,0.0533,0.48,124.994
N.O.R.E.,Nothin',264653,hip hop; pop,2002,58,0.791,0.863,3,-6.118,0,0.151,0.317,1.13E-06,0.27,0.742,97.035
Gareth Gates,Unchained Melody,233666,pop,2003,35,0.368,0.426,10,-8.049,1,0.0277,0.255,5.39E-06,0.108,0.208,106.52
Diddy,I Need a Girl (Pt. 1) [feat. Usher & Loon],268800,hip hop; pop,2005,63,0.66,0.707,6,-5.758,1,0.208,0.397,0,0.211,0.761,89.279
Big Brovaz,Nu Flow,201480,pop,2001,45,0.783,0.726,7,-8.718,1,0.106,0.0903,2.53E-06,0.363,0.784,148.062
No Doubt,Hey Baby,207040,rock; pop,2001,24,0.705,0.872,11,-3.557,0,0.125,0.0602,0,0.228,0.746,93.63
Ashanti,Baby,265706,hip hop; pop; R&B,2002,55,0.567,0.58,4,-5.757,0,0.223,0.0084,5.37E-06,0.0342,0.46,157.596
Sophie Ellis-Bextor,Murder On The Dancefloor,230013,pop; Dance/Electronic,2002,62,0.734,0.848,1,-5.285,0,0.0309,0.00312,1.16E-05,0.313,0.863,117.31
Justin Timberlake,Like I Love You,283626,pop,2002,62,0.853,0.811,6,-4.927,0,0.0646,0.0439,0.000307,0.0703,0.9,114.964
Mary J. Blige,Rainy Dayz,276373,pop; R&B,2001,32,0.412,0.667,6,-6.997,1,0.229,0.195,0,0.305,0.533,68.942
A1,Caught in the Middle,206466,pop,2001,53,0.519,0.874,5,-5.122,1,0.034,0.0524,0,0.243,0.572,96.072
Eminem,Cleanin' Out My Closet,297840,hip hop,2002,71,0.908,0.758,9,-4.753,0,0.174,0.0687,0,0.0783,0.87,148.015
Ashanti,Happy,262226,hip hop; pop; R&B,2002,61,0.727,0.515,2,-6.553,0,0.0289,0.241,3.74E-06,0.124,0.695,89.488
Delta Goodrem,Born to Try,251280,pop,2003,54,0.542,0.589,8,-6.813,1,0.0284,0.246,0,0.188,0.336,133.838
P!nk,Get the Party Started,192533,pop,2001,68,0.802,0.903,11,-3.267,0,0.046,0.0011,0,0.173,0.96,128.93
Alicia Keys,A Woman's Worth,303333,pop; R&B,2001,52,0.652,0.41,4,-8.323,0,0.158,0.333,0,0.064,0.495,75.09
Daniel Bedingfield,Gotta Get Thru This - D'N'D Radio Edit,161240,pop,2002,56,0.838,0.764,7,-5.076,0,0.0586,0.0862,0.000122,0.0906,0.924,133.592
Coldplay,Clocks,307879,rock; pop,2002,79,0.577,0.749,5,-7.215,0,0.0279,0.599,0.0115,0.183,0.255,130.97
Missy Elliott,Work It,263226,hip hop; pop; R&B,2002,70,0.884,0.677,1,-5.603,1,0.283,0.0778,0,0.0732,0.584,101.868
Ronan Keating,If Tomorrow Never Comes,214306,pop; rock,2002,60,0.555,0.496,10,-6.136,1,0.028,0.333,0,0.0956,0.27,79.01
Big Tymers,Still Fly,335613,hip hop; pop,2002,64,0.675,0.607,11,-3.538,1,0.162,0.0302,8.97E-06,0.339,0.56,177.928
Creed,My Sacrifice,294600,pop; rock; metal,2001,69,0.32,0.88,2,-6.035,1,0.0504,0.000101,4.31E-06,0.076,0.257,146.349
Ja Rule,Always On Time,245133,hip hop; pop; R&B,2001,73,0.839,0.706,5,-6.104,0,0.199,0.208,0,0.242,0.839,96.673
Ashanti,Foolish,227386,hip hop; pop; R&B,2002,70,0.665,0.695,0,-5.763,1,0.0532,0.347,0,0.106,0.707,90.119
Avril Lavigne,Sk8er Boi,204000,pop,2002,75,0.487,0.9,0,-4.417,1,0.0482,6.79E-05,0,0.358,0.484,149.937
DJ Sammy,Heaven,233600,pop,2002,63,0.571,0.953,8,-5.601,1,0.0548,0.0011,0.000606,0.226,0.601,137.965
Britney Spears,I'm Not a Girl- Not Yet a Woman,231066,pop,2001,58,0.534,0.543,3,-6.857,1,0.0245,0.579,0,0.112,0.418,78.996
Cam’ron,Oh Boy,204706,hip hop; pop,2002,67,0.754,0.767,6,-5.586,1,0.145,0.0216,0,0.172,0.828,83.014
Red Hot Chili Peppers,By the Way,216933,rock,2002,73,0.451,0.97,0,-4.938,1,0.107,0.0264,0.00355,0.102,0.198,122.444
Elvis Presley,A Little Less Conversation - JXL Radio Edit Remix,211506,rock; easy listening,2002,60,0.597,0.97,4,-5.972,0,0.0502,0.000385,0.205,0.133,0.717,114.999
Atomic Kitten,The Tide Is High - Radio Mix,206093,pop,2002,65,0.783,0.649,7,-4.127,1,0.0322,0.0209,0.00482,0.067,0.665,103.997
*NSYNC,Girlfriend,253600,pop,2001,50,0.745,0.807,0,-5.191,0,0.0884,0.0887,1.49E-05,0.0283,0.858,93.967
Robbie Williams,Somethin' Stupid,170493,pop; rock,2001,64,0.654,0.515,0,-12.185,1,0.0261,0.429,5.62E-06,0.174,0.677,106.191
Alanis Morissette,Hands Clean,269400,pop; Folk/Acoustic,2002,57,0.513,0.82,7,-5.428,1,0.0299,0.00192,2.83E-06,0.504,0.52,99.952
Usher,U Don't Have to Call,269400,hip hop; pop; R&B,2001,59,0.793,0.568,1,-4.958,1,0.0459,0.0478,3.57E-05,0.0304,0.806,100.005
Creed,One Last Breath - Radio Version,242000,pop; rock; metal,2015,47,0.38,0.725,2,-6.094,1,0.0365,0.00571,0.00015,0.3,0.202,130.581
The Goo Goo Dolls,Here Is Gone,238173,pop; rock,2002,56,0.338,0.685,1,-5.178,1,0.0322,0.00052,0.000512,0.109,0.221,102.192
Puddle Of Mudd,She Hates Me,216760,rock; metal,2001,70,0.58,0.748,4,-5.433,1,0.0323,0.00935,0,0.753,0.584,109.781
Ludacris,Rollout (My Business),296586,hip hop; pop,2001,60,0.921,0.668,7,-8.73,1,0.235,0.0949,0,0.592,0.892,131.059
Blazin' Squad,Crossroads - Radio Edit,188693,set(),2012,40,0.661,0.746,4,-5.153,1,0.042,0.109,0,0.325,0.502,144.188
Default,Wasting My Time,268693,rock; pop; metal,2001,40,0.443,0.769,2,-5.529,1,0.0312,0.00138,0,0.0677,0.17,147.973
Michelle Branch,All You Wanted,217680,pop; Folk/Acoustic,2001,60,0.499,0.72,8,-9.101,1,0.0286,0.00466,0.00303,0.122,0.652,96.103
Daniel Bedingfield,If You're Not The One,257026,pop,2002,58,0.688,0.538,10,-7.608,1,0.0292,0.504,0,0.111,0.27,119.998
Enrique Iglesias,Escape,208626,pop; latin,2001,56,0.776,0.844,11,-5.305,1,0.0297,0.0277,0.000244,0.135,0.868,125.972
Puddle Of Mudd,Blurry,303920,rock; metal,2001,64,0.432,0.936,3,-4.537,0,0.0562,0.00691,0,0.14,0.499,157.469
Coldplay,In My Place,226680,rock; pop,2002,72,0.424,0.588,9,-5.455,1,0.0278,0.0553,4.95E-06,0.298,0.193,144.636
Outkast,The Whole World (feat. Killer Mike),295346,hip hop; pop,2001,51,0.814,0.852,2,-6.176,1,0.401,0.0958,1.32E-06,0.0288,0.717,184.682
P!nk,Don't Let Me Get Me - Radio Edit,210693,pop,2001,60,0.624,0.85,0,-4.754,0,0.0756,0.00234,0,0.0621,0.615,98.525
50 Cent,In Da Club,193466,hip hop; pop,2003,81,0.899,0.713,6,-2.752,0,0.366,0.255,0,0.0708,0.777,90.051
Sean Paul,Get Busy,211666,hip hop; pop,2002,74,0.735,0.824,10,-4.143,0,0.036,0.615,0,0.158,0.726,100.202
Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack",322226,hip hop,2004,77,0.686,0.735,2,-4.616,1,0.264,0.00921,0.00066,0.342,0.0596,171.355
Beyoncé,Crazy In Love (feat. Jay-Z),236133,pop; R&B,2003,76,0.646,0.77,2,-6.596,0,0.226,0.00249,0,0.0715,0.681,99.165
Counting Crows,Big Yellow Taxi,225426,rock; pop,2003,50,0.669,0.873,8,-4.315,1,0.0494,0.00204,0,0.137,0.827,88.029
Black Eyed Peas,Where Is The Love?,272533,hip hop; pop,2003,68,0.835,0.687,5,-3.18,1,0.184,0.101,0,0.132,0.828,94.059
Jennifer Lopez,Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,187840,hip hop; pop; R&B,2002,70,0.845,0.768,6,-5.448,1,0.188,0.00733,5.04E-06,0.0575,0.96,100
Black Eyed Peas,Shut Up,296186,hip hop; pop,2003,56,0.81,0.714,2,-3.966,1,0.243,0.0637,0,0.237,0.561,112.968
t.A.T.u.,All The Things She Said,214440,pop,2020,39,0.527,0.834,5,-5.767,0,0.0474,0.0411,0.00599,0.105,0.381,179.92
Benny Benassi,Satisfaction (Isak Original Extended) - Benny Benassi Presents The Biz,285570,pop; Dance/Electronic,2003,66,0.793,0.698,11,-3.626,1,0.104,0.163,0.145,0.0745,0.339,130.017
Busta Rhymes,I Know What You Want (feat. Flipmode Squad),324306,hip hop; pop,2002,68,0.648,0.759,6,-4.315,1,0.306,0.0142,0,0.648,0.518,85.996
Panjabi MC,Mundian to Bach Ke,244666,World/Traditional; hip hop,2003,61,0.778,0.879,8,-4.951,0,0.0371,0.399,0.792,0.15,0.942,98.077
Mis-Teeq,Scandalous - U.S. Radio Edit,238840,pop; Dance/Electronic,2004,59,0.734,0.668,0,-3.935,0,0.0349,0.0526,0,0.0925,0.651,99.971
JAY-Z,03' Bonnie & Clyde,205560,hip hop,2002,71,0.759,0.678,9,-5.148,0,0.314,0.23,0,0.15,0.327,89.64
50 Cent,P.I.M.P.,249480,hip hop; pop,2003,76,0.712,0.772,10,-3.024,0,0.346,0.0521,4.35E-06,0.0368,0.848,84.722
Jamelia,Superstar,215480,pop,2003,69,0.801,0.645,1,-6.93,1,0.0356,0.0457,0,0.0357,0.824,110.01
Linkin Park,Faint,162600,rock; metal,2003,72,0.554,0.978,4,-3.554,1,0.131,0.111,0,0.0731,0.594,135.095
DMX,X Gon' Give It To Ya,217586,hip hop; pop,2007,70,0.761,0.899,10,-3.09,0,0.183,0.0135,0,0.0719,0.673,95.027
Evanescence,Bring Me To Life,235893,metal,2003,79,0.331,0.943,4,-3.188,0,0.0698,0.00721,2.06E-06,0.242,0.296,94.612
Sugababes,Hole In The Head,218173,pop; R&B,2003,57,0.785,0.933,6,-4.629,0,0.0309,0.0303,0,0.137,0.962,125.011
Craig David,Rise & Fall (feat. Sting),287226,hip hop; pop; R&B,2002,59,0.405,0.589,6,-7.51,0,0.0586,0.252,0,0.661,0.808,83.373
Three Days Grace,I Hate Everything About You,231480,rock; metal,2003,72,0.498,0.83,6,-5.157,0,0.0421,0.00461,0,0.139,0.453,89.342
Lil Jon & The East Side Boyz,Get Low,324600,hip hop; pop,2002,47,0.78,0.604,1,-8.019,1,0.0396,0.022,0,0.194,0.12,101.043
B2K,Bump- Bump- Bump (feat. P. Diddy),282773,hip hop; pop; R&B,2003,62,0.835,0.68,1,-6.02,0,0.21,0.1,0,0.049,0.889,95.508
Baby Bash,Suga Suga,239026,hip hop; pop; R&B; latin,2003,73,0.662,0.748,5,-3.041,0,0.268,0.688,8.43E-06,0.0841,0.535,82.331
Aaliyah,Miss You - Main,245240,hip hop; pop; R&B,2002,36,0.602,0.34,10,-9.867,1,0.0375,0.618,0,0.234,0.511,109.598
Britney Spears,Me Against the Music (feat. Madonna) - LP Version / Video Mix,223773,pop,2003,59,0.804,0.836,6,-6.635,0,0.089,0.32,0,0.213,0.85,120.046
Blue,Sorry Seems To Be The Hardest Word,210066,pop,2004,57,0.564,0.6,7,-6.814,0,0.0305,0.183,2.19E-06,0.38,0.442,78.955
Delta Goodrem,Lost Without You,248546,pop,2003,54,0.581,0.747,7,-6.682,1,0.0283,0.0365,1.69E-06,0.193,0.514,146.301
Justin Timberlake,Rock Your Body,267266,pop,2002,76,0.892,0.714,4,-6.055,0,0.141,0.201,0.000234,0.0521,0.817,100.972
The White Stripes,Seven Nation Army,231920,rock; blues,2003,3,0.741,0.469,4,-7.627,0,0.0805,0.00601,0.447,0.306,0.313,123.904
Youngbloodz,Damn! (feat. Lil' Jon) - Club Mix,298600,hip hop; pop,2003,54,0.772,0.724,6,-5.799,0,0.307,0.0149,0,0.355,0.518,84.038
Beyoncé,Baby Boy (feat. Sean Paul),244826,pop; R&B,2003,63,0.655,0.488,1,-9.17,1,0.22,0.0825,1.16E-06,0.221,0.791,91.025
Lil' Kim,Magic Stick,359973,hip hop; pop; R&B,2019,47,0.849,0.498,2,-7.872,1,0.272,0.116,4.49E-05,0.268,0.502,92.98
Christina Aguilera,Can't Hold Us Down (feat. Lil' Kim),255266,pop,2002,61,0.859,0.658,8,-4.481,1,0.192,0.0326,0.00181,0.0651,0.538,98.989
Nickelback,Someday,207466,rock; metal,2003,68,0.455,0.858,11,-5.659,0,0.0391,0.000616,0.000247,0.226,0.597,163.118
Blue,U Make Me Wanna - Radio Edit,222400,pop,2003,48,0.6,0.736,7,-6.228,1,0.0329,0.325,0,0.137,0.848,158.108
Ashanti,Rain On Me,297960,hip hop; pop; R&B,2003,50,0.606,0.699,8,-3.103,0,0.0337,0.343,1.89E-06,0.0757,0.509,83.701
Trapt,Headstrong,285569,rock; metal,2002,72,0.492,0.896,4,-5.819,0,0.117,0.000172,2.78E-06,0.189,0.534,184.981
Simply Red,Sunrise,199040,rock; R&B; Folk/Acoustic; pop,2008,58,0.791,0.733,5,-5.123,0,0.029,0.00189,0.201,0.0859,0.917,105.987
Lumidee,Never Leave You (Uh Oooh- Uh Oooh),184906,pop; R&B,2003,61,0.811,0.657,6,-6.197,1,0.362,0.0391,0.712,0.0798,0.777,199.958
Girls Aloud,Sound Of The Underground,221426,pop; Dance/Electronic,2003,58,0.568,0.867,11,-5.861,1,0.0365,0.00344,4.67E-05,0.328,0.88,163.944
Nelly,Shake Ya Tailfeather (feat. P. Diddy & Murphy Lee) - 2016 Remaster,293666,hip hop; pop; R&B,2016,52,0.527,0.808,1,-4.749,1,0.295,0.176,0,0.169,0.907,87.025
Room 5,Make Luv,212413,Dance/Electronic,2003,57,0.883,0.887,1,-4.92,1,0.116,0.0111,0.63,0.0367,0.648,124.814
Fatman Scoop,Be Faithful,164506,hip hop,2009,49,0.649,0.713,7,-6.488,1,0.295,0.000787,0,0.318,0.629,101.129
Limp Bizkit,Behind Blue Eyes,269973,metal,2003,70,0.595,0.489,7,-6.66,1,0.0271,0.497,0,0.119,0.0902,120.315
Sugababes,Too Lost In You,237693,pop; R&B,2003,58,0.586,0.705,1,-4.904,0,0.0287,0.0485,0,0.15,0.459,98.014
50 Cent,"Wanksta - From ""8 Mile"" Soundtrack",219400,hip hop; pop,2003,57,0.802,0.863,1,-3.552,1,0.2,0.0199,0,0.141,0.873,81.008
Pharrell Williams,Frontin' (feat. Jay-Z) - Club Mix,236506,hip hop; pop,2003,67,0.894,0.404,9,-5.913,0,0.13,0.453,1.57E-06,0.0801,0.759,102.009
Chingy,Right Thurr,250746,hip hop; pop; R&B,2003,69,0.866,0.749,2,-3.977,1,0.253,0.15,0,0.0614,0.891,92.074
Eminem,Sing For The Moment,339546,hip hop,2002,71,0.668,0.824,5,-4.164,0,0.137,0.0017,3.05E-06,0.0426,0.185,163.961
Lil' Kim,The Jump Off (feat. Mr. Cheeks) - Remix,234800,hip hop; pop; R&B,2003,48,0.853,0.752,1,-8.831,1,0.339,0.178,4.65E-06,0.0553,0.935,104.946
Mýa,My Love Is Like...Wo - Main Mix,209533,pop; R&B,2003,48,0.831,0.695,4,-6.491,1,0.109,0.194,1.24E-05,0.309,0.722,132.817
50 Cent,21 Questions,224440,hip hop; pop,2003,72,0.646,0.813,6,-3.846,0,0.299,0.349,9.37E-05,0.0427,0.895,92.729
Nelly,Air Force Ones,304000,hip hop; pop; R&B,2002,61,0.784,0.459,4,-9.74,0,0.317,0.0847,0,0.079,0.618,164.062
Missy Elliott,Gossip Folks (feat. Ludacris),234893,hip hop; pop; R&B,2002,57,0.707,0.538,0,-5.264,1,0.505,0.362,0,0.317,0.439,121.732
Girls Aloud,Jump,220360,pop; Dance/Electronic,2003,60,0.658,0.826,8,-6.031,1,0.0346,0.00189,0.00275,0.0492,0.795,134.465
Ultrabeat,Pretty Green Eyes - Radio Edit,201920,pop; Dance/Electronic,2003,59,0.553,0.775,1,-10.284,0,0.043,0.212,0,0.0728,0.51,139.993
Christina Aguilera,Fighter,245960,pop,2002,67,0.435,0.92,4,-1.357,0,0.201,0.235,0.000353,0.552,0.45,188.899
Frankie J,Don't Wanna Try,245293,hip hop; pop; R&B,2003,49,0.655,0.433,5,-7.577,0,0.0348,0.444,0,0.221,0.199,130.127
Snoop Dogg,Beautiful,299146,hip hop; pop,2005,67,0.893,0.74,11,-4.936,0,0.132,0.299,0,0.0881,0.963,101.025
Floetry,Say Yes,268373,hip hop; pop; R&B,2002,57,0.747,0.398,5,-12.932,0,0.0743,0.211,1.42E-06,0.113,0.428,117.901
Ginuwine,In Those Jeans,243306,hip hop; pop; R&B,2003,59,0.691,0.541,1,-5.873,1,0.0776,0.508,0,0.0753,0.319,127.683
Electric Six,Danger! High Voltage - Soulchild Radio Mix,214600,rock,2003,0,0.66,0.698,11,-4.722,0,0.0302,1.92E-05,0.166,0.0517,0.511,123.005
Rachel Stevens,Sweet Dreams My LA Ex - Radio Edit,208386,pop; Dance/Electronic,2003,38,0.85,0.862,2,-3.587,1,0.138,0.0733,0.00144,0.0936,0.908,130.036
Ludacris,Stand Up,213760,hip hop; pop,2003,57,0.751,0.84,6,-4.855,1,0.349,0.367,0,0.0916,0.801,99.057
